,aac,bwt,fwt,afm,n_tasks,dataset,algo,datetime,dataset_name,agent_name,lr,batch_size,hidden_dim,nepoch,reg_coef,subset_size
23,68.63999999999999,-7.25263157894737,1.3263157894736841,8.136842105263161,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,32,100,50,10.0,
25,62.30999999999999,-14.021052631578952,1.5789473684210529,14.484210526315792,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,64,100,50,10.0,
44,61.470000000000006,0.3052631578947363,1.5999999999999996,7.336842105263158,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,64,100,50,1.0,
42,60.95000000000001,-15.989473684210523,0.9789473684210527,18.610526315789468,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,64,100,50,0.1,
24,59.14,-19.010526315789473,1.684210526315789,19.242105263157896,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,64,100,50,1.0,
22,58.39,-21.55789473684211,0.8736842105263157,21.78947368421053,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,32,100,50,1.0,
34,56.83,-12.810526315789472,1.0736842105263158,12.821052631578945,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,256,100,50,1000.0,
19,56.64,-22.2,1.4947368421052634,22.431578947368422,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,64,100,50,0.1,
51,56.279999999999994,-25.91578947368421,0.12631578947368413,25.91578947368421,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,256,100,50,1.0,
35,55.489999999999995,-6.810526315789476,0.9368421052631577,7.052631578947368,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,256,100,50,10000.0,
26,55.279999999999994,-26.8,1.1368421052631577,26.88421052631579,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,32,100,50,0.1,
47,51.04,-32.32631578947369,1.3368421052631576,32.32631578947369,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,256,100,50,0.1,
32,50.11,-21.936842105263157,1.5368421052631578,21.936842105263157,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,256,100,50,100.0,
36,48.56999999999999,-26.852631578947367,1.4421052631578946,28.084210526315786,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,32,100,50,0.1,
33,48.11999999999999,-24.073684210526313,1.5473684210526315,24.073684210526313,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,256,100,50,10.0,
29,47.18,-24.947368421052627,1.3999999999999995,24.947368421052627,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,256,100,50,0.1,
31,47.14,-24.915789473684207,1.5473684210526313,24.915789473684207,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,256,100,50,1.0,
66,46.470000000000006,-35.1578947368421,-0.3894736842105265,35.199999999999996,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,256,100,50,0.1,
3,31.99,-9.726315789473682,-0.3578947368421052,10.26315789473684,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,32,100,50,1000.0,
1,31.95,-10.031578947368422,-0.27368421052631564,10.557894736842105,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,32,100,50,100.0,
4,31.90999999999999,-10.126315789473685,-0.2526315789473684,10.642105263157896,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,32,100,50,10.0,
2,31.9,-10.105263157894736,-0.27368421052631586,10.621052631578948,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,32,100,50,0.1,
0,31.899999999999995,-10.13684210526316,-0.27368421052631586,10.642105263157895,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,32,100,50,1.0,
11,31.3,-8.926315789473689,-0.3473684210526315,9.147368421052635,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,32,100,50,10000.0,
7,27.99,-4.8315789473684205,-0.3578947368421055,5.6421052631578945,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,64,100,50,10.0,
14,27.99,-4.831578947368421,-0.3578947368421055,5.642105263157895,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,64,100,50,1.0,
5,27.98,-4.842105263157895,-0.3473684210526318,5.652631578947369,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,64,100,50,100.0,
10,27.98,-4.831578947368421,-0.3578947368421055,5.652631578947369,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,64,100,50,0.1,
8,27.970000000000006,-4.810526315789474,-0.34736842105263205,5.631578947368422,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,64,100,50,1000.0,
9,27.880000000000003,-4.610526315789474,-0.35789473684210565,5.378947368421054,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,64,100,50,10000.0,
16,21.640000000000004,-0.19999999999999984,-0.6526315789473681,1.4421052631578948,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,256,100,50,100.0,
12,21.640000000000004,-0.19999999999999984,-0.6631578947368418,1.4526315789473683,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,256,100,50,1.0,
15,21.630000000000003,-0.21052631578947367,-0.6421052631578944,1.4631578947368422,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,256,100,50,1000.0,
13,21.630000000000003,-0.21052631578947367,-0.6526315789473681,1.4631578947368424,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,256,100,50,0.1,
6,21.620000000000005,-0.23157894736842116,-0.6421052631578944,1.4631578947368424,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,256,100,50,10.0,
17,21.610000000000003,-0.23157894736842155,-0.6421052631578944,1.48421052631579,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,1e-05,256,100,50,10000.0,
57,20.0,-3.0421052631578944,0.6,3.978947368421052,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,32,100,50,100.0,
61,20.0,-2.9368421052631577,0.6315789473684209,4.3052631578947365,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,64,100,50,10.0,
56,20.0,-3.0421052631578944,0.5894736842105261,4.494736842105263,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,32,100,50,1.0,
55,20.0,-3.0842105263157893,0.8736842105263157,3.6526315789473673,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,32,100,50,10.0,
58,20.0,-3.094736842105263,0.7999999999999999,4.526315789473684,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,32,100,50,1000.0,
59,20.0,-3.210526315789474,0.6947368421052631,3.9684210526315784,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,32,100,50,10000.0,
60,20.0,-4.863157894736842,1.2105263157894737,6.210526315789474,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,64,100,50,1.0,
65,20.0,-2.9368421052631577,1.0526315789473681,5.421052631578948,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,64,100,50,1000.0,
62,20.0,-17.873684210526317,0.757894736842105,21.0,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,64,100,50,0.1,
63,20.0,-3.2315789473684213,1.0421052631578946,5.821052631578947,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,64,100,50,100.0,
64,20.0,-3.1052631578947367,0.5578947368421051,4.378947368421053,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,64,100,50,10000.0,
53,20.0,-3.0105263157894737,0.5578947368421051,3.6105263157894742,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,256,100,50,10000.0,
67,20.0,-29.073684210526313,0.12631578947368433,31.663157894736845,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,256,100,50,1.0,
68,20.0,-5.421052631578948,1.2736842105263158,8.189473684210528,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,256,100,50,10.0,
69,20.0,-3.168421052631579,0.9473684210526314,4.936842105263159,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,256,100,50,100.0,
70,20.0,-3.210526315789474,0.9578947368421052,4.957894736842104,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,256,100,50,1000.0,
54,20.0,-12.13684210526316,0.5157894736842104,15.6,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,32,100,50,0.1,
21,20.0,-15.873684210526314,1.5894736842105264,18.147368421052626,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,32,100,50,100.0,
52,20.0,-5.684210526315789,0.8736842105263158,7.7368421052631575,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,256,100,50,100.0,
50,20.0,-41.16842105263158,1.410526315789474,43.17894736842105,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,256,100,50,10.0,
18,20.0,-3.021052631578948,0.726315789473684,3.547368421052631,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,32,100,50,10000.0,
27,20.0,-24.05263157894737,1.4631578947368422,26.052631578947377,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,64,100,50,100.0,
28,20.0,-9.799999999999999,0.47368421052631576,11.884210526315789,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,64,100,50,1000.0,
30,20.0,-2.8526315789473684,0.7052631578947368,3.4210526315789473,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,64,100,50,10000.0,
37,20.0,-27.663157894736845,0.5473684210526316,32.73684210526316,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,32,100,50,1.0,
38,20.0,-5.242105263157894,0.44210526315789467,7.242105263157894,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,32,100,50,10.0,
39,20.0,-3.0421052631578944,0.48421052631578937,4.010526315789474,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,32,100,50,100.0,
40,20.0,-2.9894736842105263,0.4105263157894735,4.578947368421052,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,32,100,50,1000.0,
41,20.0,-3.0421052631578944,0.48421052631578937,4.705263157894736,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,32,100,50,10000.0,
43,20.0,-5.905263157894736,0.5157894736842105,8.23157894736842,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,64,100,50,10.0,
45,20.0,-3.0631578947368423,0.5894736842105261,4.136842105263159,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,64,100,50,10000.0,
46,20.0,-3.0526315789473686,0.5894736842105261,4.105263157894737,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,64,100,50,100.0,
20,20.0,-3.0315789473684207,0.7157894736842104,3.5578947368421057,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.001,32,100,50,1000.0,
48,20.0,-3.0526315789473686,0.6,4.189473684210526,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,64,100,50,1000.0,
49,20.0,-3.0105263157894737,0.6421052631578947,3.621052631578948,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.01,256,100,50,1000.0,
71,20.0,-2.736842105263158,0.8842105263157893,4.5473684210526315,20,gs_split-cifar100,SI,2020-11-22-04-41-0,gs_split-cifar100,SI,0.1,256,100,50,10000.0,
22,72.51381578735281,-8.618703340302432,-1.2214104489881328,8.618703340302432,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,64,256,75,10.0,
47,72.51381578735281,-8.618703340302432,-1.2214104489881328,8.618703340302432,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,64,256,75,100000.0,
25,72.51381578735281,-8.618703340302432,-1.2214104489881328,8.618703340302432,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,64,256,75,100.0,
3,72.51381578735281,-8.618703340302432,-1.2214104489881328,8.618703340302432,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,64,256,75,0.1,
54,72.51381578735281,-8.618703340302432,-1.2214104489881328,8.618703340302432,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,64,256,75,1000.0,
7,72.51381578735281,-8.618703340302432,-1.2214104489881328,8.618703340302432,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,64,256,75,1.0,
59,72.51381578735281,-8.618703340302432,-1.2214104489881328,8.618703340302432,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,64,256,75,10000.0,
38,72.21203034373387,-9.587137313161902,-0.5801871960243488,9.587137313161902,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,10,256,75,10000.0,
28,72.21203034373387,-9.587137313161902,-0.5801871960243488,9.587137313161902,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,10,256,75,100.0,
13,72.21203034373387,-9.587137313161902,-0.5801871960243488,9.587137313161902,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,10,256,75,0.1,
42,72.21203034373387,-9.587137313161902,-0.5801871960243488,9.587137313161902,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,10,256,75,1000.0,
18,72.21203034373387,-9.587137313161902,-0.5801871960243488,9.587137313161902,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,10,256,75,10.0,
9,72.21203034373387,-9.587137313161902,-0.5801871960243488,9.587137313161902,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,10,256,75,1.0,
60,72.21203034373387,-9.587137313161902,-0.5801871960243488,9.587137313161902,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,10,256,75,100000.0,
39,70.93993105548576,-9.608167549579786,-0.772240053593573,9.608167549579786,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,256,256,75,0.1,
30,70.93993105548576,-9.608167549579786,-0.772240053593573,9.608167549579786,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,256,256,75,1000.0,
49,70.93993105548576,-9.608167549579786,-0.772240053593573,9.608167549579786,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,256,256,75,100000.0,
61,70.93993105548576,-9.608167549579786,-0.772240053593573,9.608167549579786,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,256,256,75,1.0,
24,70.93993105548576,-9.608167549579786,-0.772240053593573,9.608167549579786,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,256,256,75,100.0,
21,70.93993105548576,-9.608167549579786,-0.772240053593573,9.608167549579786,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,256,256,75,10.0,
58,70.93993105548576,-9.608167549579786,-0.772240053593573,9.608167549579786,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,256,256,75,10000.0,
40,70.62050489802616,-10.87508887402693,0.5706258635001442,10.87508887402693,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,256,256,75,1000.0,
35,70.62050489802616,-10.87508887402693,0.5706258635001442,10.87508887402693,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,256,256,75,10.0,
31,70.62050489802616,-10.87508887402693,0.5706258635001442,10.87508887402693,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,256,256,75,100.0,
20,70.62050489802616,-10.87508887402693,0.5706258635001442,10.87508887402693,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,256,256,75,1.0,
48,70.62050489802616,-10.87508887402693,0.5706258635001442,10.87508887402693,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,256,256,75,10000.0,
55,70.62050489802616,-10.87508887402693,0.5706258635001442,10.87508887402693,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,256,256,75,100000.0,
5,70.62050489802616,-10.87508887402693,0.5706258635001442,10.87508887402693,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,256,256,75,0.1,
27,69.00082088378943,-11.888224590417321,-0.7245130408331367,11.888224590417321,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,10,256,75,100.0,
17,69.00082088378943,-11.888224590417321,-0.7245130408331367,11.888224590417321,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,10,256,75,10.0,
53,69.00082088378943,-11.888224590417321,-0.7245130408331367,11.888224590417321,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,10,256,75,1000.0,
41,69.00082088378943,-11.888224590417321,-0.7245130408331367,11.888224590417321,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,10,256,75,100000.0,
8,69.00082088378943,-11.888224590417321,-0.7245130408331367,11.888224590417321,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,10,256,75,1.0,
6,69.00082088378943,-11.888224590417321,-0.7245130408331367,11.888224590417321,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,10,256,75,0.1,
36,69.00082088378943,-11.888224590417321,-0.7245130408331367,11.888224590417321,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.01,10,256,75,10000.0,
46,60.84802411182092,-14.210918116461901,-0.7967708426747975,14.573848010641797,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,64,256,75,100000.0,
44,60.84802411182092,-14.210918116461901,-0.7967708426747975,14.573848010641797,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,64,256,75,10000.0,
0,60.84802411182092,-14.210918116461901,-0.7967708426747975,14.573848010641797,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,64,256,75,0.1,
37,60.84802411182092,-14.210918116461901,-0.7967708426747975,14.573848010641797,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,64,256,75,10.0,
33,60.84802411182092,-14.210918116461901,-0.7967708426747975,14.573848010641797,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,64,256,75,100.0,
32,60.84802411182092,-14.210918116461901,-0.7967708426747975,14.573848010641797,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,64,256,75,1000.0,
14,60.84802411182092,-14.210918116461901,-0.7967708426747975,14.573848010641797,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,64,256,75,1.0,
52,57.834429306876544,-21.61800212604397,-1.2499973847970756,21.61800212604397,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,64,256,75,100000.0,
4,57.834429306876544,-21.61800212604397,-1.2499973847970756,21.61800212604397,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,64,256,75,0.1,
43,57.834429306876544,-21.61800212604397,-1.2499973847970756,21.61800212604397,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,64,256,75,10000.0,
29,57.834429306876544,-21.61800212604397,-1.2499973847970756,21.61800212604397,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,64,256,75,100.0,
45,57.834429306876544,-21.61800212604397,-1.2499973847970756,21.61800212604397,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,64,256,75,1000.0,
19,57.834429306876544,-21.61800212604397,-1.2499973847970756,21.61800212604397,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,64,256,75,1.0,
12,57.834429306876544,-21.61800212604397,-1.2499973847970756,21.61800212604397,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,64,256,75,10.0,
11,28.282308905623932,-14.430240809884658,0.40530685513176606,15.415026520691109,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,256,256,75,1.0,
56,28.282308905623932,-14.430240809884658,0.40530685513176606,15.415026520691109,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,256,256,75,10000.0,
62,28.282308905623932,-14.430240809884658,0.40530685513176606,15.415026520691109,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,256,256,75,1000.0,
51,28.282308905623932,-14.430240809884658,0.40530685513176606,15.415026520691109,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,256,256,75,100000.0,
16,28.282308905623932,-14.430240809884658,0.40530685513176606,15.415026520691109,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,256,256,75,10.0,
26,28.282308905623932,-14.430240809884658,0.40530685513176606,15.415026520691109,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,256,256,75,100.0,
1,28.282308905623932,-14.430240809884658,0.40530685513176606,15.415026520691109,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.001,256,256,75,0.1,
15,5.087689050211736,-0.8286252354048965,-1.2773983956579547,0.8860964997727125,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,10,256,75,10.0,
34,5.087689050211736,-0.8286252354048965,-1.2773983956579547,0.8860964997727125,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,10,256,75,1000.0,
23,5.087689050211736,-0.8286252354048965,-1.2773983956579547,0.8860964997727125,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,10,256,75,100.0,
57,5.087689050211736,-0.8286252354048965,-1.2773983956579547,0.8860964997727125,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,10,256,75,10000.0,
10,5.087689050211736,-0.8286252354048965,-1.2773983956579547,0.8860964997727125,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,10,256,75,1.0,
2,5.087689050211736,-0.8286252354048965,-1.2773983956579547,0.8860964997727125,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,10,256,75,0.1,
50,5.087689050211736,-0.8286252354048965,-1.2773983956579547,0.8860964997727125,10,gs_split-cub,ogd-plus,2020-11-16-07-43-0,gs_split-cub,ogd-plus,0.1,10,256,75,100000.0,
0,72.56150057590888,-9.500603441630027,-0.9789485646709802,9.500603441630027,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.001,10,256,75,0.1,
12,72.56150057590888,-9.500603441630027,-0.9789485646709802,9.500603441630027,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.001,10,256,75,10.0,
58,72.56150057590888,-9.500603441630027,-0.9789485646709802,9.500603441630027,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.001,10,256,75,10000.0,
54,72.56150057590888,-9.500603441630027,-0.9789485646709802,9.500603441630027,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.001,10,256,75,100000.0,
51,72.56150057590888,-9.500603441630027,-0.9789485646709802,9.500603441630027,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.001,10,256,75,100.0,
30,72.56150057590888,-9.500603441630027,-0.9789485646709802,9.500603441630027,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.001,10,256,75,1000.0,
62,72.56150057590888,-9.500603441630027,-0.9789485646709802,9.500603441630027,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.001,10,256,75,1.0,
44,72.23085939491929,-8.74349476921968,-0.8626141526918364,8.74349476921968,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.01,64,256,75,0.1,
27,72.23085939491929,-8.74349476921968,-0.8626141526918364,8.74349476921968,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.01,64,256,75,1000.0,
46,72.23085939491929,-8.74349476921968,-0.8626141526918364,8.74349476921968,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.01,64,256,75,100000.0,
13,72.23085939491929,-8.74349476921968,-0.8626141526918364,8.74349476921968,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.01,64,256,75,10.0,
24,72.23085939491929,-8.74349476921968,-0.8626141526918364,8.74349476921968,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.01,64,256,75,100.0,
15,72.23085939491929,-8.74349476921968,-0.8626141526918364,8.74349476921968,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.01,64,256,75,1.0,
49,72.23085939491929,-8.74349476921968,-0.8626141526918364,8.74349476921968,10,gs_split-cub,ogd,2020-11-16-07-43-0,gs_split-cub,ogd,0.01,64,256,75,10000.0,
