,aac,bwt,fwt,afm,n_tasks,dataset,algo,datetime,dataset_name,agent_name,lr,batch_size,hiddens,epochs_per_task,gamma,dropout
101,40.721999999999994,-23.759999999999998,0.019999999999999764,24.04642857142857,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.6000000000000001,0.4
105,39.75000000000001,-19.354999999999993,0.23000000000000004,19.717142857142854,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.6000000000000001,0.5
204,39.51133333333333,-51.199285714285715,0.42999999999999977,51.199285714285715,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.8,0.2
96,38.54866666666667,-36.43,0.44071428571428584,36.43,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.6000000000000001,0.1
38,37.809999999999995,-31.715714285714284,0.09571428571428552,31.715714285714284,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.5,0.1
208,37.690666666666665,-44.21642857142857,1.282857142857143,44.21642857142857,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.8,0.30000000000000004
41,37.45933333333333,-11.304285714285715,0.0799999999999997,11.853571428571428,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.5,0.5
170,36.71066666666666,-58.90428571428572,0.9828571428571428,58.90428571428572,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.8,0.0
254,34.912000000000006,-63.61642857142858,0.8707142857142857,63.61642857142858,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,64,100,1,0.9,0.0
166,34.148,-59.597142857142856,0.8192857142857146,59.597142857142856,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.8,0.1
269,34.062,-47.01428571428572,1.0564285714285713,47.01428571428572,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.9,0.2
260,33.55466666666667,-36.92928571428571,-0.29785714285714265,36.92928571428571,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,64,100,1,0.9,0.5
181,33.25066666666667,-29.120714285714286,0.10571428571428543,29.202142857142857,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.7000000000000001,0.4
79,33.11466666666666,-30.30142857142857,0.7307142857142853,30.440714285714286,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.6000000000000001,0.4
78,33.053333333333335,-23.45928571428571,-0.3457142857142858,23.45928571428571,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.6000000000000001,0.5
138,32.358666666666664,-16.90142857142857,0.8985714285714288,16.90142857142857,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.7000000000000001,0.4
197,31.287333333333333,-65.72142857142858,0.2949999999999998,65.72142857142858,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.8,0.0
258,31.14533333333333,-61.103571428571435,-0.5414285714285719,61.103571428571435,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.9,0.1
94,30.230000000000004,-30.387857142857143,0.31142857142857133,30.387857142857143,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.6000000000000001,0.30000000000000004
90,30.131999999999994,-38.41857142857143,-0.9642857142857143,38.47571428571429,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.6000000000000001,0.0
141,29.992,-10.680714285714288,0.5228571428571426,10.721428571428573,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.7000000000000001,0.5
200,29.336,-0.9135714285714295,0.7699999999999999,9.849285714285713,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.8,0.1
44,29.192,-19.44,0.9600000000000001,19.44214285714286,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.5,0.30000000000000004
185,28.50066666666667,-21.830714285714283,0.2757142857142858,22.11428571428571,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.8,0.30000000000000004
214,28.231333333333332,-20.72357142857143,-0.020714285714286098,21.31142857142857,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.8,0.5
212,27.281333333333336,-25.552142857142858,0.8192857142857145,25.552142857142858,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.8,0.4
253,27.153333333333332,-68.84785714285714,0.36214285714285727,68.84785714285714,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.9,0.0
230,26.486666666666665,-67.65571428571428,-0.6778571428571428,67.65571428571428,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.9,0.0
238,26.44133333333333,-24.34714285714286,0.2685714285714284,24.34714285714286,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.9,0.2
248,25.608,-60.677857142857135,0.35714285714285693,60.677857142857135,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.9,0.1
182,25.41,-25.85571428571429,1.0207142857142857,26.339285714285722,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.7000000000000001,0.5
267,23.402666666666665,-20.137142857142855,0.7142857142857141,20.520714285714288,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.9,0.30000000000000004
206,21.69,-11.913571428571428,0.4300000000000001,12.852142857142855,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.8,0.30000000000000004
191,21.44066666666667,-10.08357142857143,0.6978571428571428,11.117857142857146,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.8,0.4
184,20.821333333333335,-7.890714285714286,0.434285714285714,8.66642857142857,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.7000000000000001,0.5
259,19.705333333333332,-11.486428571428574,1.067142857142857,12.020000000000001,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.9,0.4
193,18.752666666666666,-4.206428571428572,0.7242857142857141,4.801428571428572,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.8,0.5
241,17.806,-7.23357142857143,0.37285714285714266,7.880000000000002,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.9,0.30000000000000004
263,17.721999999999998,-8.842857142857143,0.6035714285714286,9.44,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,32,100,1,0.9,0.5
245,11.475999999999999,-12.24714285714286,-0.0007142857142857625,13.186428571428573,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.9,0.4
162,11.350666666666664,0.387142857142857,1.4199999999999997,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.7000000000000001,0.4
255,11.350666666666664,1.1299999999999997,0.36785714285714277,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.9,0.2
265,11.349999999999998,1.1299999999999997,0.6664285714285711,0.0007142857142856991,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.9,0.4
264,11.349999999999998,1.1299999999999997,0.48714285714285716,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.9,0.5
268,11.349999999999998,1.1299999999999997,0.40214285714285697,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.9,0.30000000000000004
150,11.349999999999998,-0.11642857142857148,1.1992857142857136,0.5228571428571428,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.7000000000000001,0.2
256,11.349999999999998,1.1299999999999997,0.5421428571428569,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.9,0.1
252,11.349999999999998,0.4928571428571426,0.14785714285714274,1.373571428571429,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.9,0.0
249,11.349999999999998,0.7742857142857141,0.8314285714285712,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,10,100,1,0.9,0.5
213,11.349999999999998,1.0499999999999996,0.46999999999999986,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.8,0.5
51,11.349999999999998,0.08928571428571429,1.49,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.5,0.4
203,11.349999999999998,1.0499999999999996,0.4742857142857141,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.8,0.2
199,11.349999999999998,0.47642857142857115,0.35499999999999954,0.9678571428571429,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.8,0.0
99,11.349999999999998,0.16571428571428573,1.4471428571428564,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.6000000000000001,0.2
171,11.349999999999998,0.387142857142857,1.2657142857142851,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.7000000000000001,0.30000000000000004
144,11.349999999999998,0.387142857142857,1.1571428571428568,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.7000000000000001,0.0
147,11.349999999999998,0.387142857142857,1.102142857142857,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.7000000000000001,0.1
210,11.349999999999998,1.0499999999999996,0.4449999999999999,0.0,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.25,10,100,1,0.8,0.4
35,89.028,-1.5364285714285717,78.94857142857143,2.0942857142857148,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,64,100,1,0.5,0.1
77,88.77999999999999,-4.910000000000003,82.1907142857143,5.335714285714287,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.6000000000000001,0.1
86,88.72999999999999,-4.257857142857145,81.46000000000001,4.660000000000002,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.6000000000000001,0.2
82,88.59733333333334,-3.6278571428571422,80.62857142857142,4.113571428571427,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.6000000000000001,0.30000000000000004
8,88.52400000000003,-2.5528571428571425,78.88000000000001,3.4478571428571416,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.5,0.1
27,88.38133333333333,-2.242857142857144,78.52857142857142,3.1857142857142873,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.5,0.2
103,88.25866666666666,-5.837142857142857,82.56071428571428,6.2335714285714285,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,64,100,1,0.6000000000000001,0.2
41,88.216,-1.3228571428571436,77.82071428571429,1.9707142857142839,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,64,100,1,0.5,0.2
33,88.21133333333334,-3.6385714285714292,80.005,4.175714285714285,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,64,100,1,0.5,0.0
79,88.162,-5.792857142857142,82.46428571428571,6.142142857142855,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.6000000000000001,0.2
36,88.13333333333334,-3.336428571428572,79.70357142857142,3.911428571428572,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,32,100,1,0.5,0.1
28,88.06466666666665,-1.6285714285714283,77.52357142857143,2.755714285714286,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.5,0.1
25,88.03066666666665,-1.5892857142857142,77.45214285714285,2.7557142857142867,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.5,0.30000000000000004
68,87.88466666666666,-6.515714285714286,82.85857142857142,6.875,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.6000000000000001,0.1
10,87.71333333333334,-2.718571428571429,78.08357142857145,3.730714285714286,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.5,0.0
81,87.71333333333334,-5.397857142857144,81.53428571428572,5.747857142857142,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.6000000000000001,0.30000000000000004
84,87.706,-3.2707142857142864,79.23928571428573,3.867857142857144,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.6000000000000001,0.4
24,87.66199999999999,-1.1471428571428544,76.61071428571428,2.2178571428571408,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.5,0.2
94,87.64466666666667,-7.0642857142857185,83.22428571428573,7.416428571428573,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,64,100,1,0.6000000000000001,0.1
9,87.63666666666667,-4.894285714285717,80.26571428571428,5.6278571428571444,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.5,0.0
46,87.57466666666667,-0.3799999999999985,75.80357142857143,1.55642857142857,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.5,0.30000000000000004
74,87.42533333333333,-6.767142857142859,82.49571428571429,7.177142857142859,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.6000000000000001,0.0
32,87.39333333333333,-4.655714285714288,80.0992857142857,5.259285714285716,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,32,100,1,0.5,0.0
75,87.28866666666669,-7.89142857142857,83.53785714285713,8.211428571428572,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.6000000000000001,0.0
91,87.03199999999998,-8.465000000000002,83.92785714285712,8.705714285714286,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,64,100,1,0.6000000000000001,0.0
58,86.99666666666667,-1.029999999999998,76.24428571428571,1.8035714285714255,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,64,100,1,0.5,0.30000000000000004
85,86.66000000000003,-5.39357142857143,80.30428571428571,5.794285714285715,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.6000000000000001,0.4
38,86.53533333333331,-3.10357142857143,77.69714285714288,3.896428571428573,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,32,100,1,0.5,0.2
104,86.46666666666668,-6.747142857142855,81.61714285714285,7.093571428571428,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,64,100,1,0.6000000000000001,0.30000000000000004
89,86.0206666666667,-3.595714285714287,77.78285714285713,4.207142857142857,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.6000000000000001,0.5
43,85.97466666666668,-2.1471428571428572,75.79857142857144,3.2549999999999986,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.5,0.4
45,85.92866666666666,-0.44642857142857245,74.18285714285716,1.6835714285714292,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.5,0.4
93,85.9113333333333,-8.409285714285717,82.58,8.906428571428572,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,32,100,1,0.6000000000000001,0.1
117,85.71666666666667,-9.391428571428571,83.33571428571427,9.790714285714285,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.7000000000000001,0.30000000000000004
59,85.61333333333333,-7.047857142857142,80.44928571428571,7.8214285714285685,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.6000000000000001,0.4
51,85.48800000000001,-8.961428571428572,82.37714285714287,9.538571428571428,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.6000000000000001,0.1
121,85.46333333333334,-8.985714285714286,82.66142857142859,9.356428571428571,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.7000000000000001,0.4
69,85.35933333333332,-7.730714285714283,80.86428571428573,8.589285714285714,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.6000000000000001,0.30000000000000004
53,85.32733333333334,-1.9171428571428564,75.33214285714284,2.670000000000001,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,64,100,1,0.5,0.4
62,85.23266666666667,-6.370000000000002,79.05499999999998,7.3085714285714305,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.6000000000000001,0.5
100,85.10266666666666,-6.862142857142855,80.30142857142857,7.347142857142854,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,64,100,1,0.6000000000000001,0.4
107,85.08200000000001,-10.955,84.32285714285715,11.330714285714285,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.7000000000000001,0.1
92,85.00666666666667,-10.605000000000002,83.87285714285714,10.927857142857139,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,32,100,1,0.6000000000000001,0.0
71,85.004,-8.904285714285715,81.74571428571429,9.542142857142855,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.6000000000000001,0.2
113,84.982,-7.765,80.73642857142856,8.432142857142859,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,32,100,1,0.7000000000000001,0.2
132,84.94400000000002,-11.732857142857142,85.00142857142858,11.979285714285718,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.7000000000000001,0.1
134,84.79,-11.532857142857141,84.48428571428572,11.847142857142858,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.7000000000000001,0.2
118,84.75266666666667,-7.46642857142857,80.25357142857142,8.201428571428572,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,32,100,1,0.7000000000000001,0.30000000000000004
1,84.73133333333334,-6.714999999999999,78.84142857142855,7.86857142857143,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.5,0.4
120,84.65333333333335,-7.057142857142855,79.67285714285715,7.7542857142857144,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,32,100,1,0.7000000000000001,0.4
61,84.57733333333333,-3.6985714285714275,75.65142857142858,5.106428571428572,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,32,100,1,0.6000000000000001,0.30000000000000004
72,84.56533333333333,-4.252142857142856,76.25928571428571,5.639285714285713,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,32,100,1,0.6000000000000001,0.2
63,84.55266666666665,-3.0621428571428564,74.95714285714287,4.567142857142858,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,32,100,1,0.6000000000000001,0.4
30,84.51733333333333,-0.23714285714285563,72.53857142857143,1.5171428571428567,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.5,0.5
29,84.51266666666668,-1.6028571428571416,73.65214285714286,2.8485714285714283,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.5,0.5
138,84.41933333333331,-11.292142857142855,83.88071428571428,11.627857142857144,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.7000000000000001,0.30000000000000004
116,84.38666666666667,-8.555714285714286,80.8892857142857,9.134285714285713,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,32,100,1,0.7000000000000001,0.1
5,84.378,-5.853571428571429,77.38785714285714,7.235714285714287,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.5,0.5
22,84.31333333333333,-8.39785714285714,80.15071428571427,9.34928571428571,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.5,0.2
144,84.24933333333335,-10.440000000000001,82.76285714285716,10.806428571428572,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,64,100,1,0.7000000000000001,0.4
50,84.08733333333333,-5.027142857142858,76.45285714285714,6.325000000000001,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,32,100,1,0.6000000000000001,0.1
123,84.05933333333334,-9.633571428571425,81.64285714285714,10.067142857142857,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.7000000000000001,0.5
21,83.99866666666667,-7.779285714285716,79.02142857142857,9.015000000000002,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.5,0.30000000000000004
67,83.96066666666665,-11.537857142857145,83.79214285714286,12.017857142857142,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,10,100,1,0.6000000000000001,0.0
115,83.908,-11.852857142857141,83.94000000000001,12.221428571428572,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.7000000000000001,0.2
13,83.88666666666668,-9.224285714285712,80.61928571428572,10.075,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.5,0.1
39,83.838,-5.0157142857142825,76.81714285714285,5.801428571428569,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,32,100,1,0.5,0.30000000000000004
87,83.79866666666666,-6.466428571428572,78.33000000000001,7.070714285714287,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.6000000000000001,0.5
125,83.77266666666668,-7.206428571428572,78.74928571428573,7.942142857142858,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,32,100,1,0.7000000000000001,0.5
131,83.71866666666666,-13.010000000000005,85.02357142857143,13.227857142857147,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.7000000000000001,0.2
65,83.71799999999999,-2.7807142857142852,73.68857142857144,4.464999999999998,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,32,100,1,0.6000000000000001,0.5
6,83.70133333333335,-9.410714285714283,80.89999999999999,10.006428571428572,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,10,100,1,0.5,0.0
119,83.35066666666668,-5.342142857142855,76.46714285714287,6.25142857142857,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,64,100,1,0.7000000000000001,0.30000000000000004
105,83.26533333333332,-10.22642857142857,81.62571428571427,10.66285714285714,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,32,100,1,0.6000000000000001,0.2
112,83.26199999999999,-5.789999999999997,76.785,6.690714285714285,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,64,100,1,0.7000000000000001,0.2
122,83.21400000000001,-4.974285714285714,75.93357142857143,5.98642857142857,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,64,100,1,0.7000000000000001,0.4
76,83.156,-11.247857142857143,82.55357142857144,11.673571428571424,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,10,100,1,0.6000000000000001,0.1
130,83.08733333333333,-14.037857142857145,85.36642857142859,14.299999999999999,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.1,32,100,1,0.7000000000000001,0.1
55,83.056,-1.8407142857142884,72.99928571428572,2.6407142857142856,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.25,64,100,1,0.5,0.5
109,83.05400000000003,-13.325714285714286,84.46357142857143,13.643571428571432,15,rotated-mnist,stable_sgd,2020-11-14-21-56-0,rotated-mnist,stable_sgd,0.01,10,100,1,0.7000000000000001,0.0
