,aac,bwt,fwt,afm,n_tasks,dataset,algo,datetime,dataset_name,agent_name,lr,batch_size,hiddens,epochs_per_task,gamma,dropout
62,30.779876008983432,-6.441290472787255,0.2942486867761582,6.590314586791336,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,64,256,10,0.5,0.1
74,30.724387604296783,-5.612520958035045,-0.29147979013451825,5.8050322109410155,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,64,256,10,0.5,0.2
0,30.37203073320619,-7.955426551300822,0.6481100135281177,8.151065936993152,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,10,256,10,0.5,0.5
35,30.135366878126252,-8.716097563062414,0.3481607993803095,9.0739027961173,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,64,256,10,0.5,0.0
51,29.683491015360012,-8.071972131843701,0.030450173041251985,8.229019638714528,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,75,0.5,0.5
32,29.68274917221391,-3.790334978803467,0.39374785142209184,4.061346662943836,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,64,256,10,0.5,0.4
389,28.671446255143696,-33.05813288165239,0.6293552399669399,33.05813288165239,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,10,256,10,1.0,0.1
353,28.648645516450177,-20.844997801728557,2.1233430958291435,20.844997801728557,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,10,0.9,0.4
384,28.47237850070768,-14.688018558557262,1.1469428256165135,14.688018558557262,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,1.0,0.5
63,28.148543769695756,-3.6327010261637103,0.7257596827738477,3.7666689163153455,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,64,256,10,0.5,0.5
399,27.558295686956644,-28.51984986582125,1.3964100027738384,28.51984986582125,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,10,256,10,1.0,0.4
381,26.881522149108832,-34.71495407586566,0.8140700458660994,34.71495407586566,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,10,256,10,1.0,0.0
288,26.54607713099814,-17.774691882226453,1.1821539143355588,17.774691882226453,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.9,0.0
391,26.23676140219407,-33.45767456357646,0.7813159978029518,33.45767456357646,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,10,256,10,1.0,0.2
347,26.036502860477007,-37.220251692233994,0.6337433125731241,37.220251692233994,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,75,0.9,0.1
292,25.85322908900564,-15.601984617279438,1.3681759973098033,15.601984617279438,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.9,0.1
345,25.765212497641432,-38.627606864732094,-0.522607566132714,38.627606864732094,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,75,0.9,0.2
294,25.321171330379716,-12.71116161662592,1.352784749529265,12.748322523352043,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.9,0.2
346,24.00029798468598,-38.33538474181246,0.3642023788089533,38.33538474181246,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,75,0.9,0.30000000000000004
304,23.97671167196884,-10.969457718441372,1.127786526146374,10.969457718441372,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.9,0.30000000000000004
403,23.94249175465788,-23.94029609574854,0.0377063470593815,23.94029609574854,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,10,256,10,1.0,0.5
122,23.81111794004528,-13.932606556550521,-0.5249810287796459,13.954181529581806,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.6000000000000001,0.0
360,22.79217362211245,-19.32851914976358,0.9884847789514216,19.32851914976358,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,10,0.9,0.5
298,22.461981573933986,-9.417228413743935,1.031724922360785,9.621613400737616,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.9,0.4
341,20.83110023130367,-41.186473873679915,0.5462620348796806,41.186473873679915,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,75,0.9,0.0
396,20.548354717732266,-42.98773356021647,-0.3059097968813133,42.98773356021647,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,10,256,75,1.0,0.30000000000000004
311,20.270892482969224,-8.440245936642203,0.9353247567285182,8.440245936642203,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.9,0.5
354,20.088128635234625,-42.00371972673887,0.5676275385035944,42.00371972673887,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,75,0.9,0.4
211,19.974846557165858,-9.286311294541859,1.3721475754924828,9.37921356135717,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.8,0.0
390,19.750988488208556,-40.91580367523465,0.44990881903252267,40.91580367523465,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,10,256,75,1.0,0.2
221,18.964983879384164,-7.97714883590228,1.3634651715390018,8.166373897140996,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.8,0.1
229,18.195438085974427,-6.934147235963807,1.2012991679700376,7.293252074590829,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.8,0.2
357,18.05851755360187,-36.25591994634257,1.6505318414571815,36.25591994634257,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,75,0.9,0.5
230,17.80176936647633,-5.5250891043368835,0.9708794962266238,5.959076846345104,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.8,0.30000000000000004
232,17.280543163210382,-4.409556764049323,0.6865914591180352,4.747786657851258,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.8,0.4
400,17.0868962956226,-45.08771513583821,0.4103771075971239,45.08771513583821,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,10,256,75,1.0,0.4
241,16.484716887613047,-3.1614497328228675,0.6473630750920667,3.7455876249812374,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.8,0.5
145,15.881576823777348,-2.7908970182442596,1.352467864850113,3.3370934448299607,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.7000000000000001,0.0
155,15.330816717571688,-2.4506457824446417,1.2565023050225808,3.0195063712738066,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.7000000000000001,0.1
149,14.939807040219986,-2.351133299432055,0.9123481271112601,2.710624987958444,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.7000000000000001,0.2
156,14.750911338310672,-1.668432564902822,1.02577470682785,2.255174411364212,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.7000000000000001,0.30000000000000004
410,14.237382477316924,-31.984042802481515,0.6596214566203448,31.984042802481515,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,10,1.0,0.0
163,14.151371341231648,-1.8200002587943405,0.7014838353132696,2.254479902381012,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.7000000000000001,0.4
53,13.659839085284375,-0.8556794213480423,1.1645168427381047,1.2327074410414813,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.6000000000000001,0.0
166,13.170964929630168,-1.4437760347705573,0.3182197746914099,2.1686747795672443,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.7000000000000001,0.5
16,12.885974962130906,-1.1813279303715223,0.9690749556602744,1.4819929894122044,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.6000000000000001,0.1
81,12.805135630196014,-0.7937191015674694,1.0071015430843486,1.040629536355841,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.6000000000000001,0.2
402,12.683504275766092,-43.08839147111973,-0.4563091939237858,43.08839147111973,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,10,256,75,1.0,0.5
428,12.487155683725787,-26.19076277227107,-0.7093887398708688,26.19076277227107,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,10,1.0,0.30000000000000004
93,12.253674033986677,-0.9064468806151811,0.8596626640088234,1.1697926071741378,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.6000000000000001,0.30000000000000004
414,12.111468215344498,-28.344503274572702,0.887840858132079,28.344503274572702,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,10,1.0,0.1
422,12.10443725741862,-23.44671158674236,-0.5430690188348533,23.44671158674236,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,10,1.0,0.2
90,11.623749917901156,-1.2731671684990746,0.6704562374531042,1.3850303757770317,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.6000000000000001,0.4
409,11.45427725342699,-35.21706291642435,0.055735915904551625,35.21706291642435,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,75,1.0,0.0
9,11.270360765660755,-0.5089137476255824,0.7832779517629694,0.9227865166605294,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.5,0.0
91,11.121171705992499,-0.8480979461756246,0.42394484220103884,1.0359816618453621,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.6000000000000001,0.5
19,11.07109796436929,-0.3717690930910421,0.8365451396077659,0.7154465993784741,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.5,0.1
40,10.708506958667366,-0.31840516129846425,0.6271394834092481,0.7345960171186708,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.5,0.2
55,10.537293607875519,-0.3555198212663026,0.4973847045420104,0.5253786854426334,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.5,0.30000000000000004
421,10.492712616122978,-21.63661868336915,0.4300188136450353,21.63661868336915,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,10,1.0,0.4
14,9.984438687392341,-0.2943574359891747,0.23338560833856642,0.5588244509554986,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.5,0.4
386,9.732769011037375,-30.029058780697913,0.1287580634520993,30.502505777182453,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,10,256,75,1.0,0.1
429,9.614312222690241,-22.20411963224701,0.4033976287034387,22.20411963224701,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,75,1.0,0.30000000000000004
46,9.249111538585073,-0.6795288217457451,0.04137211577064884,0.7752295454699145,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.001,64,256,10,0.5,0.5
430,8.587757101752747,-12.41587383185333,-0.8663031885193377,12.49019564530558,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,75,1.0,0.5
424,8.328107512571822,-9.573213942748593,0.1287888528247384,10.154669143769011,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,75,1.0,0.4
413,7.922664762137311,-31.711318909796553,0.7535387610151004,31.76762521610286,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,75,1.0,0.1
203,7.8842991133613705,-0.39989128927299183,0.5020526522638366,1.6983180295696567,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.7000000000000001,0.2
417,7.871445333627959,-32.075815763634395,-0.5726530028299316,32.075815763634395,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,75,1.0,0.2
426,7.800691872543918,-20.618186568731407,-0.10413685105917365,20.618186568731407,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,64,256,10,1.0,0.5
267,7.769567893379312,0.43440720993373116,-0.08877437313173303,1.6975558744228165,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.8,0.0
199,7.242877309713371,-3.5989852727346356,-0.2616025728503149,4.399746013577935,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.7000000000000001,0.2
339,6.955171867528934,-0.6056926318641191,-0.2595201763982992,0.6846837166593408,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.9,0.1
263,6.29915136476708,0.4828008809813973,0.06310532226332066,-0.3475351804983055,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.8,0.1
269,6.200095897502679,0.41053214562336865,0.06310532226332066,-0.27526644514027687,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.8,0.0
385,5.384699967030387,-32.32215307019901,0.9781358226253851,33.43915468253735,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.01,10,256,75,1.0,0.0
207,5.3720667624304905,-0.6948896977828185,0.25206979694208104,1.17739689749282,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.7000000000000001,0.5
61,5.2197951543802095,-0.5783968856995451,-0.3289678661868192,1.150753222618989,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.5,0.2
408,5.187824384631288,0.0,0.06310532226332066,0.01864280387770319,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,1.0,0.0
205,5.151875914727458,0.021574973031283702,0.06310532226332066,-0.0022513015336991732,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.7000000000000001,0.5
418,5.150739064380163,0.0,0.06310532226332066,0.01864280387770319,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,1.0,0.30000000000000004
420,5.150739064380163,0.0,0.06310532226332066,0.01864280387770319,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,1.0,0.4
425,5.150739064380163,0.0,0.06310532226332066,0.01864280387770319,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,1.0,0.5
415,5.150739064380163,0.0,0.06310532226332066,0.03722325724076519,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,1.0,0.2
411,5.150739064380163,0.0,0.06310532226332066,0.01864280387770319,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,1.0,0.1
262,5.150126283522271,-0.9172821231125118,0.06310532226332066,0.9963921593632956,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.8,0.1
198,5.132458438999302,0.0,0.06310532226332066,0.01932367149758453,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.7000000000000001,0.1
186,5.132458438999302,-0.5393743257820929,0.08242899376090519,0.5780216687772619,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.7000000000000001,0.0
193,5.132458438999302,0.0,0.06310532226332066,0.01932367149758453,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.7000000000000001,0.30000000000000004
217,5.132458438999302,0.0,0.06310532226332066,0.01932367149758453,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.7000000000000001,0.4
419,5.065195933163469,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,1.0,0.30000000000000004
416,5.065195933163469,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,1.0,0.2
406,5.065195933163469,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,1.0,0.0
427,5.065195933163469,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,1.0,0.5
423,5.065195933163469,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,1.0,0.4
412,5.065195933163469,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,1.0,0.1
352,5.048304041271577,0.0,0.06310532226332066,0.1540344692518606,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.9,0.4
123,5.048304041271577,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.6000000000000001,0.30000000000000004
121,5.048304041271577,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.6000000000000001,0.2
336,5.048304041271577,0.0,0.06310532226332066,0.1540344692518606,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.9,0.0
116,5.048304041271577,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.6000000000000001,0.1
356,5.048304041271577,0.0,0.06310532226332066,0.1540344692518606,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.9,0.5
284,5.048304041271577,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.8,0.5
128,5.048304041271577,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.6000000000000001,0.0
138,5.048304041271577,-0.037285607755406486,0.04414438180067378,0.1725513082384983,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.6000000000000001,0.5
348,5.048304041271577,0.0,0.06310532226332066,0.1540344692518606,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.9,0.2
275,5.048304041271577,-0.5104043973301923,-0.23418193154567227,0.6829557055686906,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.8,0.2
342,5.048304041271577,0.0,0.06310532226332066,0.1726772731295639,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.9,0.30000000000000004
137,5.048304041271577,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.6000000000000001,0.4
276,5.048304041271577,-0.30917874396135264,0.06310532226332066,0.30917874396135264,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.8,0.30000000000000004
125,5.033632671484215,0.0,0.06310532226332066,0.01932367149758453,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.6000000000000001,0.30000000000000004
200,5.031412149379685,0.0,0.06310532226332066,0.1540344692518606,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.7000000000000001,0.0
208,5.031412149379685,0.0,0.06310532226332066,0.1540344692518606,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.7000000000000001,0.30000000000000004
197,5.031412149379685,0.0,0.06310532226332066,0.1540344692518606,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.7000000000000001,0.1
209,5.031412149379685,-2.1343206494037292,0.08187409103208948,2.913489638841305,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.7000000000000001,0.4
281,5.020899355040368,-1.0589372144340696,0.06310532226332066,1.1942029149171611,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.8,0.4
139,5.0142151957560595,-0.018960940462646982,0.08206626272596765,0.03828461196023151,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.6000000000000001,0.5
30,5.0142151957560595,0.0,0.06310532226332066,0.01932367149758453,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.5,0.5
126,5.0142151957560595,0.0,0.06310532226332066,0.01932367149758453,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.6000000000000001,0.2
115,5.0142151957560595,0.0,0.06310532226332066,0.01932367149758453,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.6000000000000001,0.1
70,5.0142151957560595,0.0,0.06310532226332066,0.01932367149758453,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.5,0.0
48,5.0142151957560595,0.0,0.06310532226332066,0.01932367149758453,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.5,0.30000000000000004
343,4.956392774627513,0.0,0.06310532226332066,0.21495218746623873,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.9,0.30000000000000004
351,4.956392774627513,-0.13272658323852868,0.06310532226332066,0.34767877070476744,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.9,0.4
355,4.956392774627513,0.0,0.06310532226332066,0.21495218746623873,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.9,0.5
337,4.956392774627513,-0.05592841163310967,0.06310532226332066,0.25223779522164524,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.9,0.0
282,4.955779993769621,0.0,0.06310532226332066,0.21563305508612007,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.8,0.5
273,4.955779993769621,0.0,0.06310532226332066,0.21563305508612007,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.8,0.30000000000000004
279,4.955779993769621,0.0,0.06310532226332066,0.21563305508612007,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.8,0.4
270,4.955779993769621,0.0,0.06310532226332066,0.21563305508612007,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.8,0.2
99,4.942392499107324,0.0,0.06310532226332066,0.1520502547361131,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.6000000000000001,0.4
47,4.843566731592237,0.0,0.06310532226332066,0.1520502547361131,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.5,0.4
66,4.818003024763301,0.0,0.06310532226332066,0.0,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.5,0.1
75,4.74124507688561,0.0,0.06310532226332066,0.2873159552192049,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.5,0.1
4,4.679372002436626,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.5,0.0
29,4.679372002436626,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.5,0.2
44,4.679372002436626,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.5,0.30000000000000004
68,4.679372002436626,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.5,0.5
34,4.679372002436626,0.0,0.06310532226332066,0.1352657004830918,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,75,0.5,0.4
350,4.665130638705184,0.0,0.06310532226332066,0.21495218746623873,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.9,0.2
338,4.543554680043584,-3.3526422394730333,0.12285008784201429,3.552967522615097,10,split-cub,stable_sgd,2020-11-22-08-58-1,split-cub,stable_sgd,0.1,10,256,10,0.9,0.1
117,80.92399999999999,-10.116428571428571,1.6364285714285711,10.116428571428571,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.01,10,100,1,0.7000000000000001,0.30000000000000004
115,79.70599999999999,-13.252142857142859,0.2628571428571429,13.252142857142859,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.01,10,100,1,0.7000000000000001,0.1
111,79.53600000000002,-12.774285714285712,0.7049999999999998,12.774285714285712,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.01,10,100,1,0.7000000000000001,0.2
159,79.084,-11.605000000000002,0.48714285714285693,11.605000000000002,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.01,32,100,1,0.8,0.5
133,78.69666666666666,-13.637142857142859,1.0535714285714284,13.637142857142859,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.1,64,100,1,0.7000000000000001,0.2
169,78.67999999999999,-13.764285714285714,1.8292857142857142,13.764285714285714,15,permuted-mnist,stable_sgd,2020-11-22-17-58-0,permuted-mnist,stable_sgd,0.01,32,100,1,0.8,0.30000000000000004
